Sentence,Count,Found Phrases,NumWords,ChangedWords,ChangedWordsPercentage
Щось між собою побубоніли..,3,між|щось|собою,4,3,75.0
— Це до мене,3,це|до|до мене,4,3,75.0
"Тепер ходи, щось покажу",3,щось|тепер|ходи,4,3,75.0
Зараз ми щось придумаєм,3,щось|ми|зараз,4,3,75.0
"А мабуть, що так!.",3,мабуть|так|що,4,3,75.0
"Я гадаю, що Нерона",3,я|що|гадаю,4,3,75.0
Усе йде до цього,3,до|усе|цього,4,3,75.0
"Тільки мукає, як бугай",3,як|бугай|тільки,4,3,75.0
"Або ми, або вони",3,ми|вони|або,4,3,75.0
"Він стоїть, як вовк",3,вовк|він|як,4,3,75.0
Тоже мені нація зачухана,3,мені|тоже|нація,4,3,75.0
— Не може бути,3,може|не може|бути,4,3,75.0
Вам це не личить..,3,не личить|це|личить,4,3,75.0
Що ти мені говориш,3,що|ти|мені,4,3,75.0
"он те, що впало",3,он|що|те,4,3,75.0
"— Ти що, злякався",3,ти|що|злякався,4,3,75.0
І все-таки вони кричать,3,таки|вони|все,4,3,75.0
Яка тут її роль,3,яка|тут|її,4,3,75.0
Перекинули через плечі рушниці,3,плечі|рушниці|через,4,3,75.0
— Хитрий ти чоловік,3,ти|хитрий|чоловік,4,3,75.0
— Іди до мене,3,до|до мене|іди,4,3,75.0
Вони можуть зараз прийти,3,вони|прийти|зараз,4,3,75.0
Журба пильно розглядав обличчя,3,пильно|обличчя|журба,4,3,75.0
"Стій, я зараз присвічу",3,я|стій|зараз,4,3,75.0
Ось чому така смерть…,3,чому|ось|смерть,4,3,75.0
Що я там загубив?.,3,я|там|що,4,3,75.0
Звідки вони тут взялися,3,звідки|вони|тут,4,3,75.0
Це ж той диявол..,3,диявол|це|той,4,3,75.0
Так я до вас..,3,так|я|до,4,3,75.0
Потім зайдете до мене,3,до мене|до|потім,4,3,75.0
Саме — до нього,3,до|саме|до нього,4,3,75.0
Він заходить до Петрунів,3,до|він|заходить,4,3,75.0
Через це кінчаю писати,3,писати|це|через,4,3,75.0
Ми все-таки вирішили подрімати,3,ми|все|таки,4,3,75.0
Треба ж його мати,3,треба|мати|його,4,3,75.0
Тільки ти трохи почекай..,3,ти|тільки|трохи,4,3,75.0
Але мені було байдуже,3,мені|але|байдуже,4,3,75.0
Треба буде завтра щось,3,завтра|щось|треба,4,3,75.0
Але що це значить?.,3,але|це|що,4,3,75.0
Від цього стає легше,3,від|цього|легше,4,3,75.0
Час іти на побачення,3,побачення|час|іти,4,3,75.0
Звідси почнеться новий наступ,3,звідси|наступ|новий,4,3,75.0
Вірш адресую до тебе,3,до|вірш|тебе,4,3,75.0
"""Та не може бути!!""",3,не може|може|бути,4,3,75.0
Це ти замість Миколи..,3,ти|це|замість,4,3,75.0
Від цього стало страшно..,3,від|цього|страшно,4,3,75.0
"Ось вона, козача кров",3,ось|вона|кров,4,3,75.0
Сто — може бути,3,може|бути|сто,4,3,75.0
Через годину я від'їду,3,від|через|я,4,3,75.0
Тут я можу танцювати,3,тут|я|танцювати,4,3,75.0
Але все те дрібниці,3,але|все|те,4,3,75.0
"Бакун, так це ти?",3,ти|це|так,4,3,75.0
Я її міцно потиснув,3,міцно|її|я,4,3,75.0
— Я пити хочу,3,хочу|пити|я,4,3,75.0
Як усе це опошлили..,3,як|усе|це,4,3,75.0
Це — її душа,3,її|це|душа,4,3,75.0
Очі дивилися трішки знизу,3,знизу|трішки|очі,4,3,75.0
"— Відаю, що далі",3,далі|відаю|що,4,3,75.0
Чи догнав її Заєць,3,заєць|чи|її,4,3,75.0
Це — через Чебрець,3,це|чебрець|через,4,3,75.0
"Чи то я дитина?""..",3,дитина|я|чи,4,3,75.0
"Цікаво, як його звати",3,як|цікаво|його,4,3,75.0
Голова все більше наморочилась..,3,все|більше|голова,4,3,75.0
"Очевидно, це тільки слова",3,очевидно|це|тільки,4,3,75.0
Чи живий той хлопчик,3,чи|той|хлопчик,4,3,75.0
Це я напевне знаю,3,це|напевне|я,4,3,75.0
"Боже, якби йому рушниця",3,йому|рушниця|якби,4,3,75.0
Але тут і господар,3,але|господар|тут,4,3,75.0
Для чого вона тут,3,для чого|вона|тут,4,3,75.0
"Треба писати, коли почав",3,писати|почав|треба,4,3,75.0
Це триває п'ятнадцять-двадцять хвилин,3,це|двадцять|п'ятнадцять,4,3,75.0
"Я тебе дуже, дуже..",3,тебе|я|дуже,4,3,75.0
Я зайшов до хати,3,до хати|до|я,4,3,75.0
Я все міг приховати,3,все|я|приховати,4,3,75.0
"Може, хата ця неплідна",3,ця|хата|може,4,3,75.0
Ось тільки трішки полеже..,3,трішки|тільки|ось,4,3,75.0
Йому йти повз млин,3,йти|повз|йому,4,3,75.0
"— Як це ""тут""",3,як|тут|це,4,3,75.0
Привіт йому від мене,3,йому|від|привіт,4,3,75.0
Що може бути кращого..,3,може|що|бути,4,3,75.0
Микола ж мій там,3,там|микола|мій,4,3,75.0
Андрій ще більше захвилювався,3,андрій|ще|більше,4,3,75.0
"Зрештою все може бути""",3,може|все|бути,4,3,75.0
"О, тут вони господарі",3,тут|вони|о,4,3,75.0
Якщо справді вона повернулась,3,справді|вона|якщо,4,3,75.0
Проте він був задоволений,3,проте|задоволений|він,4,3,75.0
