Hutsul,Ukrainian
Плюта,Дощова Пора
Пляц,"Майдан, Ділянка"
Покладки,Яйця
Правити,Будувати
Пуцар,Чистильник Взуття Або Одягу
Ріпа,Одна З Гуцульських Назв Картоплі
Ростока,"Притока, Відгалуження Від Руслу Ріки"
Сикавка,"Помпа, Насос"
Симбриля,Зарплата
Склеп,"Крамниця, Лавка"
Софіт,Стеля
Сподні,"Штани, Брюки"
Спуза,"Пил, Попіл"
Сторцом,Вертикально
Тано,Дешево
Тварь,Обличчя
Теленити,Довго Говорити
Тепличка,Тепле Джерело
Теркатий,"Строкатий, Рябий"
Толока,Гуртова Робота
Тори,Сліди Лиж
Трепета,Тополя
Тугота,Криза
Туск,Смуток
Умшляк,Лікувальний Компрес
Файка,Люлька
Файний,Добрий
Файно,Чудово
Фамілія,Родина
Фівкати,Свистати
Фівкати,Посвистувати
Фільварок,Маєток Із Господарчими Будівлями
Фіфа,Чванлива Дівчина
Фіфа,Кокетка
Фіфак,Несерйозна Людина
Фуркало,Вітряк
Фуркало,Паперова Іграшка
Харапутно,Негарно
Харапутно,Непривабливо
Ходаки,Саморобне Взуття
Цаль,Дюйм
Цитрина,Лимон
Чуні,Взуття З Твердої Гуми
Шмильц,Брухт
Янькирь,Відгороджена Частина Кімнати
Таця,Піднос
Тлумачити,Пояснювати
Тори,Слід Лиж
Трафний,Грішний
Трєпці,Літнє Взуття
Трєпці,Босоніжки
Тюрбан,Головний Убір
Ув'ядати,Упадати На Силах
Уйоші,Піджаки
Умразити,Спаплюжити
Уталювати,Вміщати
Файно,Прекрасно
Файно,Здорово
Фант,Застава
Фатка,Рибальська Сіть
Фелега,Драна Свитина
Філина,Похресник
Філина,Похресниця
Фіцігорний,Кокетливий
Флояра,Басова Сопілка
Фол,Опалі Голки Хвойних Дерев
Форин,Головний
Фризура,Зачіска
Фундоя,Закуток
Фундоя,Глушина
Фус,Осад
Фустка,Косинка
Халаш,Курінь
Хожений,Бувалий
Хорімний,Сінешний
Храбуст,Осот
Цвик,Цвях З Широкою Головкою
Цебрик,Дерев'яна Діжечка
Цимбра,Кімната Сторожа
Цитрина,Цитрусові
Ціньгер,Стрілка Годинника
Цісаний,Тесаний
Цота,Дрібниця
Цюпа,Темний Льох
Цюпа,Каземат
Цюпа,Тюремна Камера
Цятка,Крапинка
Цятка,Крапка
Цятка,Плямка
Цятка,Плямочка
Валантатися,Вештатися
Варга,Губа
Васіздас,Кватирка
Вгідний,Працьовитий І Добрий
Верітка,Рядно
Вижній,Верхній
Вилюля,Звивина Річки
Віверниця,Повалене Дерево
Вікіцкати,Вичистити
Вілія,Вілла
Вілія,Панський Будинок
Вілія,Панська Садиба
Вімніцкати,Вим'яти
Вінчатися,Брати Шлюб У Церкві
Віпулитися,Витріщитися
Вітриматиси,Переховатися
Воськанитись,Ходити Без Діла Туди-Сюди
Вположитися,Отелитися
Встекле,Розлючене
Встекле,Скажене
Встроїтись,Влаштуватись
Втрутити,Зіштовхнути
Вшмалити,Стрельнути
Галайдак,Крикун
Гальба,Півлітровий Кухоль
Гарнаглі,Заколки Для Волосся
Генде,"Он Де,Там, Ось Там"
Гибіти,Пропадати
Гладун,Глек
Гліжє,Кущі Глоду
Гложжя,Шипшина
Гляч,Сечужий Фермент
Гогель-Могель,Коктейль
Голубінка,Сироїжка
Горєц,Духота
Горєц,Спека
Горшя,Горнятко
Гоцкати,Підкидати Вгору
Грінка,Скибка Хліба
Грузь,Грязь
Гумбарас,Гризня
Гумбарас,Баталія
Гунцвот,Збиточник
Ґабелок,Шкіра Молодого Теляти
Ґабельковий,Зроблений З Телячої Шкіри
Ґаздиня,Добра Господарка
Ґалиця,Чорна Гадюка
Ґалунок,Строката Стрічка
Ґалєра,Галера
Ґалярепи,Бруква
Ґарувати,Важко І Довго Працювати
Ґевал,Здоровило
Ґейджі-Вейджі,Бити Байдики
Ґзимс,Карниз
Ґрис,Висівки
Ґудзкає,Трясе
Ґуральня,Винокурня
Ґуст,Смак
